0,-1996.0675973725,2409302.310668,-2319.94067382813
8.22560502609277,-1994.14283746743,2409294.31342614,-2319.099609375
16.4512100521855,-1992.21807756236,2409286.31618428,-2318.65307617187
24.6768150782783,-1990.29331765728,2409278.31894242,-2319.40942382812
32.9024201043711,-1988.36855775221,2409270.32170056,-2319.91333007812
41.1280251304639,-1986.44379784714,2409262.3244587,-2319.38208007812
49.3536301565567,-1984.51903794206,2409254.32721684,-2319.55712890625
57.5792351826494,-1982.59427803699,2409246.32997498,-2319.12231445312
65.8048402087422,-1980.66951813191,2409238.33273313,-2318.48950195312
74.030445234835,-1978.74475822684,2409230.33549127,-2317.71435546875
82.2560502609277,-1976.81999832177,2409222.33824941,-2316.86987304687
90.4816552870205,-1974.89523841669,2409214.34100755,-2315.52392578125
98.7072603131133,-1972.97047851162,2409206.34376569,-2315.70263671875
106.932865339206,-1971.04571860654,2409198.34652383,-2312.87719726562
115.158470365299,-1969.12095870147,2409190.34928197,-2311.82885742187
123.384075391392,-1967.1961987964,2409182.35204011,-2310.1318359375
131.609680417484,-1965.27143889132,2409174.35479825,-2310.13134765625
139.835285443577,-1963.34667898625,2409166.35755639,-2310.62182617188
148.06089046967,-1961.42191908117,2409158.36031453,-2310.4169921875
156.286495495763,-1959.4971591761,2409150.36307268,-2312.17602539063
164.512100521855,-1957.57239927103,2409142.36583082,-2313.20434570312
172.737705547948,-1955.64763936595,2409134.36858896,-2314.7890625
180.963310574041,-1953.72287946088,2409126.3713471,-2319.1083984375
189.188915600134,-1951.7981195558,2409118.37410524,-2324.08862304688
197.414520626227,-1949.87335965073,2409110.37686338,-2328.31103515625
205.640125652319,-1947.94859974566,2409102.37962152,-2333.41479492187
213.865730678412,-1946.02383984058,2409094.38237966,-2337.58447265625
222.091335704505,-1944.09907993551,2409086.3851378,-2342.80151367187
230.316940730598,-1942.17432003043,2409078.38789594,-2346.89453125
238.54254575669,-1940.24956012536,2409070.39065408,-2351.681640625
246.768150782783,-1938.32480022029,2409062.39341222,-2357.47387695312
254.993755808876,-1936.40004031521,2409054.39617037,-2361.07055664062
263.219360834969,-1934.47528041014,2409046.39892851,-2364.04418945312
271.444965861061,-1932.55052050506,2409038.40168665,-2365.8271484375
279.670570887154,-1930.62576059999,2409030.40444479,-2370.12963867187
287.896175913247,-1928.70100069492,2409022.40720293,-2372.66577148437
296.12178093934,-1926.77624078984,2409014.40996107,-2375.86279296875
304.347385965433,-1924.85148088477,2409006.41271921,-2379.1103515625
312.572990991525,-1922.92672097969,2408998.41547735,-2381.40380859375
320.798596017618,-1921.00196107462,2408990.41823549,-2384.35766601562
329.024201043711,-1919.07720116955,2408982.42099363,-2386.9912109375
337.249806069804,-1917.15244126447,2408974.42375177,-2388.65869140625
345.475411095896,-1915.2276813594,2408966.42650992,-2391.20629882812
353.701016121989,-1913.30292145432,2408958.42926806,-2392.31494140625
361.926621148082,-1911.37816154925,2408950.4320262,-2394.52124023438
370.152226174175,-1909.45340164418,2408942.43478434,-2396.291015625
378.377831200268,-1907.5286417391,2408934.43754248,-2397.65112304687
386.60343622636,-1905.60388183403,2408926.44030062,-2399.40405273438
394.829041252453,-1903.67912192895,2408918.44305876,-2400.43505859375
403.054646278546,-1901.75436202388,2408910.4458169,-2401.8935546875
411.280251304639,-1899.82960211881,2408902.44857504,-2403.5302734375
419.505856330732,-1897.90484221373,2408894.45133318,-2404.31762695312
427.731461356824,-1895.98008230866,2408886.45409132,-2405.52416992187
435.957066382917,-1894.05532240358,2408878.45684946,-2405.57177734375
444.18267140901,-1892.13056249851,2408870.45960761,-2406.11694335937
452.408276435103,-1890.20580259344,2408862.46236575,-2406.2236328125
460.633881461195,-1888.28104268836,2408854.46512389,-2407.34594726562
468.859486487288,-1886.35628278329,2408846.46788203,-2406.91870117187
477.085091513381,-1884.43152287821,2408838.47064017,-2407.6376953125
485.310696539474,-1882.50676297314,2408830.47339831,-2407.32836914062
493.536301565566,-1880.58200306807,2408822.47615645,-2407.5126953125
501.761906591659,-1878.65724316299,2408814.47891459,-2407.8134765625
509.987511617752,-1876.73248325792,2408806.48167273,-2408.16137695312
518.213116643845,-1874.80772335284,2408798.48443087,-2407.99243164063
526.438721669938,-1872.88296344777,2408790.48718902,-2408.08251953125
534.66432669603,-1870.9582035427,2408782.48994716,-2407.71826171875
542.889931722123,-1869.03344363762,2408774.4927053,-2407.3720703125
551.115536748216,-1867.10868373255,2408766.49546344,-2407.93530273437
559.341141774309,-1865.18392382747,2408758.49822158,-2408.93212890625
567.566746800402,-1863.2591639224,2408750.50097972,-2408.85888671875
575.792351826494,-1861.33440401733,2408742.50373786,-2408.83911132812
584.017956852587,-1859.40964411225,2408734.506496,-2408.65747070313
592.24356187868,-1857.48488420718,2408726.50925414,-2409.16748046875
600.469166904773,-1855.5601243021,2408718.51201228,-2409.18017578125
608.694771930865,-1853.63536439703,2408710.51477042,-2409.21923828125
616.920376956958,-1851.71060449196,2408702.51752856,-2409.4345703125
625.145981983051,-1849.78584458688,2408694.52028671,-2409.09106445313
633.371587009144,-1847.86108468181,2408686.52304485,-2409.88549804687
641.597192035236,-1845.93632477673,2408678.52580299,-2409.8759765625
649.822797061329,-1844.01156487166,2408670.52856113,-2409.91650390625
658.048402087422,-1842.08680496659,2408662.53131927,-2410.13916015625
666.274007113515,-1840.16204506151,2408654.53407741,-2410.7822265625
674.499612139608,-1838.23728515644,2408646.53683555,-2410.67236328125
682.7252171657,-1836.31252525136,2408638.53959369,-2410.90893554688
690.950822191793,-1834.38776534629,2408630.54235183,-2411.08081054687
699.176427217886,-1832.46300544122,2408622.54510997,-2411.10595703125
707.402032243979,-1830.53824553614,2408614.54786811,-2411.64233398437
715.627637270071,-1828.61348563107,2408606.55062626,-2411.86499023437
723.853242296164,-1826.68872572599,2408598.5533844,-2411.720703125
732.078847322257,-1824.76396582092,2408590.55614254,-2411.85620117187
740.30445234835,-1822.83920591585,2408582.55890068,-2412.19995117187
748.530057374442,-1820.91444601077,2408574.56165882,-2412.68701171875
756.755662400535,-1818.9896861057,2408566.56441696,-2412.22924804687
