distance,elevation
197.975880378213,-2276.02124023438
198.985961400551,-2276.00854492188
199.996042422889,-2276.3115234375
201.006123445227,-2276.34375
202.016204467564,-2276.34375
203.026285489902,-2276.44653320313
204.03636651224,-2276.52392578125
205.046447534578,-2277.48388671875
206.056528556916,-2277.59985351563
207.066609579253,-2277.60205078125
208.076690601591,-2277.50073242187
209.086771623929,-2277.49145507812
210.096852646267,-2277.392578125
211.106933668605,-2277.35473632812
212.117014690943,-2277.34033203125
213.12709571328,-2277.58715820312
214.137176735618,-2278.30297851562
215.147257757956,-2277.99609375
216.157338780294,-2278.2412109375
217.167419802632,-2278.07983398437
218.17750082497,-2277.92602539062
219.187581847307,-2277.70068359375
220.197662869645,-2277.73754882812
221.207743891983,-2277.79858398437
222.217824914321,-2277.80249023438
223.227905936659,-2277.72607421875
224.237986958996,-2278.5244140625
225.248067981334,-2278.75537109375
226.258149003672,-2279.173828125
227.26823002601,-2279.34326171875
228.278311048348,-2279.3515625
229.288392070686,-2279.46142578125
230.298473093023,-2279.45092773437
231.308554115361,-2278.90625
232.318635137699,-2278.8701171875
233.328716160037,-2279.04418945312
234.338797182375,-2279.40258789063
235.348878204712,-2279.41772460938
236.35895922705,-2279.888671875
237.369040249388,-2280.17602539063
238.379121271726,-2280.79418945312
239.389202294064,-2280.84301757813
240.399283316402,-2281.005859375
241.409364338739,-2281.01123046875
242.419445361077,-2280.892578125
243.429526383415,-2280.83032226563
244.439607405753,-2280.76049804688
245.449688428091,-2280.84033203125
246.459769450429,-2280.42211914062
247.469850472766,-2280.4736328125
248.479931495104,-2280.474609375
249.490012517442,-2280.70581054688
250.50009353978,-2281.26782226562
251.510174562118,-2281.52587890625
252.520255584455,-2281.99194335938
253.530336606793,-2282.30639648437
254.540417629131,-2282.04125976562
255.550498651469,-2282.3857421875
256.560579673807,-2282.64477539062
257.570660696145,-2282.72045898437
258.580741718482,-2282.98388671875
259.59082274082,-2283.47583007812
260.600903763158,-2283.45922851563
261.610984785496,-2283.45971679687
262.621065807834,-2283.62817382812
263.631146830171,-2283.96020507813
264.641227852509,-2284.3671875
265.651308874847,-2284.60546875
266.661389897185,-2284.8525390625
267.671470919523,-2284.85546875
268.681551941861,-2285.056640625
269.691632964198,-2285.03759765625
270.701713986536,-2284.93286132812
271.711795008874,-2285.00610351562
272.721876031212,-2284.921875
273.73195705355,-2284.7412109375
274.742038075888,-2284.74633789062
275.752119098225,-2284.98315429687
276.762200120563,-2286.3310546875
277.772281142901,-2286.1298828125
278.782362165239,-2286.40576171875
279.792443187577,-2286.41674804687
280.802524209914,-2286.287109375
281.812605232252,-2286.30126953125
282.82268625459,-2286.673828125
283.832767276928,-2286.98950195312
284.842848299266,-2287.55395507812
285.852929321604,-2287.83374023438
286.863010343941,-2288.11059570313
287.873091366279,-2288.10473632812
288.883172388617,-2287.99291992188
289.893253410955,-2288.12817382813
290.903334433293,-2288.51953125
291.913415455631,-2288.63037109375
292.923496477968,-2289.05737304687
293.933577500306,-2289.19458007812
294.943658522644,-2289.19165039062
295.953739544982,-2289.17700195312
296.96382056732,-2289.72607421875
297.973901589657,-2290.06176757813
298.983982611995,-2290.49584960937
299.994063634333,-2290.43212890625
301.004144656671,-2290.43139648437
302.014225679009,-2290.17529296875
303.024306701346,-2290.2314453125
304.034387723684,-2290.05126953125
305.044468746022,-2290.40478515625
306.05454976836,-2290.76831054687
307.064630790698,-2290.93017578125
308.074711813036,-2290.94921875
309.084792835373,-2291.17456054687
310.094873857711,-2291.42993164062
311.104954880049,-2291.69653320313
312.115035902387,-2291.49145507813
313.125116924725,-2291.06616210937
314.135197947063,-2291.1552734375
315.1452789694,-2292.05297851562
316.155359991738,-2292.16259765625
317.165441014076,-2292.36499023437
318.175522036414,-2292.65551757813
319.185603058752,-2292.54272460937
320.19568408109,-2292.75610351563
321.205765103427,-2292.8056640625
322.215846125765,-2293.24853515625
323.225927148103,-2293.3896484375
324.236008170441,-2293.86401367187
325.246089192779,-2294.31079101562
326.256170215116,-2294.53784179687
327.266251237454,-2294.5615234375
328.276332259792,-2294.78930664062
329.28641328213,-2295.15087890625
330.296494304468,-2295.458984375
331.306575326806,-2295.599609375
332.316656349143,-2295.78076171875
333.326737371481,-2296.2001953125
334.336818393819,-2296.22387695313
335.346899416157,-2296.42846679687
336.356980438495,-2296.70385742188
337.367061460832,-2296.90991210937
338.37714248317,-2297.5126953125
339.387223505508,-2297.34594726562
340.397304527846,-2297.33813476563
341.407385550184,-2297.35278320312
342.417466572522,-2297.10400390625
343.427547594859,-2297.32495117188
344.437628617197,-2297.92163085937
345.447709639535,-2298.69384765625
346.457790661873,-2299.001953125
347.467871684211,-2299.07153320312
348.477952706549,-2299.48583984375
349.488033728886,-2299.33911132813
350.498114751224,-2300.03540039062
351.508195773562,-2300.58520507812
352.5182767959,-2300.75415039062
353.528357818238,-2300.9736328125
354.538438840575,-2302.20068359375
355.548519862913,-2302.494140625
356.558600885251,-2302.87841796875
357.568681907589,-2303.95043945312
358.578762929927,-2304.68408203125
359.588843952265,-2305.44116210937
360.598924974602,-2305.439453125
361.60900599694,-2305.44213867187
362.619087019278,-2305.443359375
363.629168041616,-2305.26977539062
364.639249063954,-2305.61865234375
365.649330086292,-2305.99536132812
366.659411108629,-2305.787109375
367.669492130967,-2305.791015625
368.679573153305,-2305.76928710938
369.689654175643,-2305.62841796875
370.699735197981,-2305.88940429688
371.709816220318,-2306.32983398438
372.719897242656,-2306.9482421875
373.729978264994,-2306.99194335937
374.740059287332,-2307.14599609375
375.75014030967,-2307.0517578125
376.760221332007,-2307.22705078125
377.770302354345,-2307.22265625
378.780383376683,-2307.24877929687
379.790464399021,-2307.2646484375
380.800545421359,-2307.34887695312
381.810626443697,-2307.45458984375
382.820707466034,-2307.60668945312
383.830788488372,-2307.84765625
384.84086951071,-2307.97924804687
385.850950533048,-2308.38916015625
386.861031555386,-2308.375
387.871112577724,-2308.50048828125
388.881193600061,-2309.56762695312
389.891274622399,-2309.44580078125
390.901355644737,-2309.50537109375
391.911436667075,-2309.66235351562
392.921517689413,-2309.58422851563
393.93159871175,-2309.63452148438
394.941679734088,-2309.84643554687
395.951760756426,-2310.08642578125
396.961841778764,-2310.85546875
397.971922801102,-2311.19189453125
398.98200382344,-2311.41723632813
399.992084845777,-2311.42602539063
401.002165868115,-2311.49438476562
402.012246890453,-2311.66625976562
403.022327912791,-2311.82836914062
404.032408935129,-2312.17114257812
405.042489957467,-2312.56640625
406.052570979804,-2312.84790039062
407.062652002142,-2312.87524414062
408.07273302448,-2313.013671875
409.082814046818,-2313.21728515625
410.092895069156,-2313.337890625
411.102976091494,-2313.39501953125
412.113057113831,-2313.63012695313
413.123138136169,-2313.64916992187
414.133219158507,-2313.77563476562
415.143300180845,-2314.10205078125
416.153381203183,-2314.51586914062
417.16346222552,-2314.724609375
418.173543247858,-2314.84008789062
419.183624270196,-2314.85205078125
420.193705292534,-2315.06274414062
421.203786314872,-2315.20971679687
422.21386733721,-2315.4296875
423.223948359547,-2315.67114257812
424.234029381885,-2315.81420898438
425.244110404223,-2315.99243164062
426.254191426561,-2316.1064453125
427.264272448899,-2316.46484375
428.274353471236,-2316.63037109375
429.284434493574,-2316.79638671875
430.294515515912,-2316.84399414062
431.30459653825,-2317.02368164062
432.314677560588,-2317.17333984375
433.324758582926,-2317.16967773437
434.334839605263,-2317.16821289062
435.344920627601,-2317.19970703125
436.355001649939,-2317.390625
437.365082672277,-2317.46118164062
438.375163694615,-2317.552734375
439.385244716953,-2317.576171875
440.39532573929,-2317.66455078125
441.405406761628,-2317.75732421875
442.415487783966,-2317.8017578125
443.425568806304,-2318.0029296875
444.435649828642,-2318.0341796875
445.445730850979,-2318.09912109375
446.455811873317,-2318.11865234375
447.465892895655,-2318.21850585938
448.475973917993,-2318.42138671875
449.486054940331,-2318.623046875
450.496135962669,-2318.68432617187
451.506216985006,-2318.69140625
452.516298007344,-2318.72680664062
453.526379029682,-2318.7001953125
454.53646005202,-2318.62866210937
455.546541074358,-2318.59252929687
456.556622096695,-2318.57958984375
457.566703119033,-2318.55517578125
458.576784141371,-2318.52465820312
459.586865163709,-2318.58666992188
460.596946186047,-2318.70947265625
461.607027208385,-2318.97143554687
462.617108230722,-2319.10009765625
463.62718925306,-2319.21801757812
464.637270275398,-2319.29638671875
465.647351297736,-2319.31372070312
466.657432320074,-2319.365234375
467.667513342412,-2319.36694335937
468.677594364749,-2319.28100585937
469.687675387087,-2319.234375
470.697756409425,-2319.44921875
471.707837431763,-2319.78076171875
472.717918454101,-2319.79345703125
473.727999476438,-2319.84643554687
474.738080498776,-2319.91284179687
475.748161521114,-2319.833984375
476.758242543452,-2319.74267578125
477.76832356579,-2319.82104492187
478.778404588128,-2319.88549804687
479.788485610465,-2319.87377929687
480.798566632803,-2319.89111328125
481.808647655141,-2319.94653320312
482.818728677479,-2319.95727539062
483.828809699817,-2319.89794921875
484.838890722155,-2319.85131835938
485.848971744492,-2319.970703125
486.85905276683,-2320.23022460937
487.869133789168,-2320.48193359375
488.879214811506,-2320.583984375
489.889295833844,-2320.28540039062
490.899376856181,-2319.984375
491.909457878519,-2319.97631835937
492.919538900857,-2319.98120117187
493.929619923195,-2320.0322265625
494.939700945533,-2320.17651367187
495.949781967871,-2320.2841796875
496.959862990208,-2320.203125
497.969944012546,-2320.10668945312
498.980025034884,-2319.93823242188
499.990106057222,-2319.91333007812
501.00018707956,-2319.927734375
502.010268101897,-2320.04858398437
503.020349124235,-2320.2119140625
504.030430146573,-2320.32836914063
505.040511168911,-2320.34252929687
506.050592191249,-2320.34252929687
507.060673213587,-2320.37817382812
508.070754235924,-2320.36083984375
509.080835258262,-2320.29736328125
510.0909162806,-2320.0908203125
511.100997302938,-2319.89697265625
512.111078325276,-2319.93334960937
513.121159347613,-2320.00341796875
514.131240369951,-2320.04467773437
515.141321392289,-2320.16040039062
516.151402414627,-2320.56860351563
517.161483436965,-2321.1044921875
518.171564459303,-2321.21899414062
519.18164548164,-2321.27807617187
520.191726503978,-2321.4189453125
521.201807526316,-2321.41235351562
522.211888548654,-2321.21630859375
523.221969570992,-2321.16015625
524.23205059333,-2321.17138671875
525.242131615667,-2321.14990234375
526.252212638005,-2321.1376953125
527.262293660343,-2321.38671875
528.272374682681,-2321.82983398437
529.282455705019,-2322.197265625
530.292536727356,-2322.35302734375
531.302617749694,-2322.43872070313
532.312698772032,-2322.48193359375
533.32277979437,-2322.3359375
534.332860816708,-2321.94677734375
535.342941839046,-2321.8974609375
536.353022861383,-2322.11743164062
537.363103883721,-2322.20922851562
538.373184906059,-2322.2392578125
539.383265928397,-2322.38500976562
540.393346950735,-2322.57739257812
541.403427973073,-2322.6015625
542.41350899541,-2322.6162109375
543.423590017748,-2322.7509765625
544.433671040086,-2322.87719726562
545.443752062424,-2322.916015625
546.453833084762,-2323.02001953125
547.463914107099,-2322.97827148437
548.473995129437,-2322.83422851562
549.484076151775,-2322.70166015625
550.494157174113,-2322.67504882812
551.504238196451,-2322.72314453125
552.514319218789,-2322.8994140625
553.524400241126,-2323.2783203125
554.534481263464,-2323.32421875
555.544562285802,-2323.255859375
556.55464330814,-2323.27319335937
557.564724330478,-2323.314453125
558.574805352816,-2323.2978515625
559.584886375153,-2323.35473632812
560.594967397491,-2323.43334960937
561.605048419829,-2323.5556640625
562.615129442167,-2323.47827148438
563.625210464505,-2322.97241210937
564.635291486843,-2322.6875
565.64537250918,-2322.7373046875
566.655453531518,-2322.89501953125
567.665534553856,-2323.00073242187
568.675615576194,-2323.0625
569.685696598532,-2323.29833984375
570.695777620869,-2323.3681640625
571.705858643207,-2323.3798828125
572.715939665545,-2323.2822265625
573.726020687883,-2323.14111328125
574.736101710221,-2323.13037109375
575.746182732558,-2323.15673828125
576.756263754896,-2323.171875
577.766344777234,-2323.14599609375
578.776425799572,-2323.103515625
579.78650682191,-2323.11181640625
580.796587844248,-2323.21923828125
581.806668866585,-2323.27807617188
582.816749888923,-2323.33374023437
583.826830911261,-2323.38159179687
584.836911933599,-2323.3681640625
585.846992955937,-2323.37475585937
586.857073978274,-2323.34350585938
587.867155000612,-2323.42993164062
588.87723602295,-2323.57641601563
589.887317045288,-2323.65258789063
590.897398067626,-2323.66064453125
591.907479089964,-2323.677734375
592.917560112301,-2323.771484375
593.927641134639,-2323.96826171875
594.937722156977,-2324.14965820313
595.947803179315,-2324.36743164062
596.957884201653,-2324.47534179687
597.967965223991,-2324.55810546875
598.978046246328,-2324.70141601563
599.988127268666,-2324.9033203125
600.998208291004,-2324.98999023437
602.008289313342,-2324.95483398437
603.01837033568,-2324.9580078125
604.028451358017,-2324.98095703125
605.038532380355,-2324.94458007812
606.048613402693,-2324.88500976562
607.058694425031,-2324.8662109375
608.068775447369,-2324.83569335937
609.078856469707,-2324.69018554688
610.088937492044,-2324.62622070312
611.099018514382,-2324.66235351562
612.10909953672,-2324.685546875
613.119180559058,-2324.72314453125
614.129261581396,-2324.68774414062
615.139342603733,-2324.70263671875
616.149423626071,-2324.7392578125
617.159504648409,-2324.93408203125
618.169585670747,-2324.98217773437
619.179666693085,-2325.13671875
620.189747715423,-2325.35961914063
621.19982873776,-2325.5087890625
622.209909760098,-2325.51000976563
623.219990782436,-2325.38305664062
624.230071804774,-2325.31518554687
625.240152827112,-2325.3505859375
626.25023384945,-2325.41625976563
627.260314871787,-2325.42041015625
628.270395894125,-2325.47143554687
629.280476916463,-2325.4482421875
630.290557938801,-2325.40771484375
631.300638961139,-2325.48950195312
632.310719983477,-2325.53833007813
633.320801005814,-2325.40356445312
634.330882028152,-2325.451171875
635.34096305049,-2325.69287109375
636.351044072828,-2325.80834960937
637.361125095166,-2325.79736328125
638.371206117503,-2325.79418945312
639.381287139841,-2325.78686523438
640.391368162179,-2325.62841796875
641.401449184517,-2325.58544921875
642.411530206855,-2325.43530273437
643.421611229193,-2325.35961914063
644.43169225153,-2325.3701171875
645.441773273868,-2325.35571289062
646.451854296206,-2325.42016601562
647.461935318544,-2325.47705078125
648.472016340882,-2325.53881835937
649.482097363219,-2325.64038085937
650.492178385557,-2325.63916015625
651.502259407895,-2325.74096679688
652.512340430233,-2325.908203125
653.522421452571,-2326.03955078125
654.532502474909,-2326.1025390625
655.542583497246,-2326.17041015625
656.552664519584,-2326.21044921875
657.562745541922,-2326.35009765625
658.57282656426,-2326.42138671875
659.582907586598,-2326.42358398438
660.592988608935,-2326.4208984375
661.603069631273,-2326.3876953125
662.613150653611,-2326.30541992188
663.623231675949,-2326.27270507812
664.633312698287,-2326.2529296875
665.643393720625,-2326.2041015625
666.653474742962,-2326.22192382812
667.6635557653,-2326.39331054687
668.673636787638,-2326.52001953125
669.683717809976,-2326.54345703125
670.693798832314,-2326.5400390625
671.703879854652,-2326.72827148437
672.713960876989,-2326.89282226562
673.724041899327,-2327.12744140625
674.734122921665,-2327.1728515625
675.744203944003,-2327.06079101562
676.754284966341,-2327.02124023437
677.764365988678,-2327.01171875
678.774447011016,-2326.98510742187
679.784528033354,-2326.92749023437
680.794609055692,-2326.97802734375
681.80469007803,-2327.07958984375
682.814771100368,-2327.125
683.824852122705,-2327.4208984375
684.834933145043,-2327.67553710937
685.845014167381,-2327.90087890625
686.855095189719,-2327.8291015625
687.865176212057,-2327.67700195313
688.875257234394,-2327.6220703125
689.885338256732,-2327.61572265625
690.89541927907,-2327.72021484375
691.905500301408,-2328.30346679687
692.915581323746,-2329.0810546875
693.925662346084,-2329.3857421875
694.935743368421,-2328.63354492188
695.945824390759,-2328.60083007813
696.955905413097,-2328.40307617187
697.965986435435,-2328.3251953125
698.976067457773,-2328.23266601563
699.986148480111,-2328.2666015625
700.996229502448,-2328.30297851562
702.006310524786,-2328.41186523437
703.016391547124,-2328.44970703125
704.026472569462,-2328.7080078125
705.0365535918,-2328.77661132812
706.046634614138,-2328.70483398437
707.056715636475,-2328.66821289062
708.066796658813,-2328.64453125
709.076877681151,-2328.6943359375
710.086958703489,-2328.71362304687
711.097039725827,-2328.9111328125
712.107120748164,-2328.96118164062
713.117201770502,-2329.04174804687
714.12728279284,-2328.91430664062
715.137363815178,-2328.74340820312
716.147444837516,-2328.7041015625
717.157525859854,-2328.82763671875
718.167606882191,-2328.93579101562
719.177687904529,-2329.00634765625
720.187768926867,-2328.92578125
721.197849949205,-2329.05639648438
722.207930971543,-2329.33959960937
723.21801199388,-2329.40966796875
724.228093016218,-2329.4794921875
725.238174038556,-2329.6123046875
726.248255060894,-2329.76953125
727.258336083232,-2329.853515625
728.268417105569,-2330.09716796875
729.278498127907,-2330.09033203125
730.288579150245,-2330.072265625
731.298660172583,-2329.99609375
732.308741194921,-2330.04833984375
733.318822217259,-2330.01684570312
734.328903239596,-2330.0029296875
735.338984261934,-2330.15161132812
736.349065284272,-2330.18701171875
737.35914630661,-2330.025390625
738.369227328948,-2329.89038085937
739.379308351286,-2329.98706054687
740.389389373623,-2330.23876953125
741.399470395961,-2330.50732421875
742.409551418299,-2330.56005859375
743.419632440637,-2330.44482421875
744.429713462975,-2330.55859375
745.439794485313,-2330.76391601562
746.44987550765,-2330.61572265625
747.459956529988,-2330.48608398437
748.470037552326,-2330.45190429688
749.480118574664,-2330.44873046875
750.490199597002,-2330.35913085937
751.500280619339,-2330.64379882812
752.510361641677,-2330.8505859375
753.520442664015,-2330.87133789062
754.530523686353,-2330.45678710937
755.540604708691,-2330.36865234375
756.550685731029,-2330.18603515625
757.560766753366,-2330.162109375
758.570847775704,-2330.18115234375
759.580928798042,-2330.21801757812
760.59100982038,-2330.43188476563
761.601090842718,-2330.5712890625
762.611171865055,-2330.5908203125
763.621252887393,-2330.66137695312
764.631333909731,-2330.69018554687
765.641414932069,-2330.67602539063
766.651495954407,-2330.68481445313
767.661576976745,-2330.80712890625
768.671657999082,-2330.83129882812
769.68173902142,-2330.92749023437
770.691820043758,-2331.041015625
771.701901066096,-2331.044921875
772.711982088434,-2331.1337890625
773.722063110772,-2331.27075195312
774.732144133109,-2331.57666015625
775.742225155447,-2331.34033203125
776.752306177785,-2331.42065429687
777.762387200123,-2331.484375
778.772468222461,-2331.43774414062
779.782549244799,-2331.38671875
780.792630267136,-2331.31127929687
781.802711289474,-2331.30078125
782.812792311812,-2331.32177734375
783.82287333415,-2331.3076171875
784.832954356488,-2331.39404296875
785.843035378825,-2331.49389648438
786.853116401163,-2331.5888671875
787.863197423501,-2331.7548828125
788.873278445839,-2331.77612304687
789.883359468177,-2331.9208984375
790.893440490515,-2332.189453125
791.903521512852,-2332.27905273437
792.91360253519,-2332.46215820312
793.923683557528,-2332.587890625
794.933764579866,-2332.65576171875
795.943845602204,-2332.66259765625
796.953926624541,-2332.74340820312
797.964007646879,-2332.90454101562
798.974088669217,-2332.9619140625
799.984169691555,-2333.1787109375
800.994250713893,-2333.39477539062
802.004331736231,-2333.416015625
803.014412758568,-2333.56396484375
804.024493780906,-2333.8935546875
805.034574803244,-2334.08081054687
806.044655825582,-2334.37573242187
807.05473684792,-2334.58374023437
808.064817870257,-2334.60302734375
809.074898892595,-2334.603515625
810.084979914933,-2334.60009765625
811.095060937271,-2334.59985351563
812.105141959609,-2334.65502929687
813.115222981947,-2334.66723632813
814.125304004284,-2334.69970703125
815.135385026622,-2334.80297851562
816.14546604896,-2334.919921875
817.155547071298,-2335.005859375
818.165628093636,-2334.97778320312
819.175709115974,-2335.04028320313
820.185790138311,-2335.11206054688
821.195871160649,-2335.21435546875
822.205952182987,-2335.126953125
823.216033205325,-2335.5498046875
824.226114227663,-2335.798828125
825.23619525,-2336.20263671875
826.246276272338,-2336.38989257812
827.256357294676,-2336.56762695312
828.266438317014,-2336.57763671875
829.276519339352,-2336.63720703125
830.28660036169,-2336.68823242188
831.296681384027,-2336.52221679687
832.306762406365,-2335.91040039062
833.316843428703,-2335.75073242188
834.326924451041,-2335.68017578125
835.337005473379,-2335.67724609375
836.347086495717,-2335.69677734375
837.357167518054,-2335.56787109375
838.367248540392,-2335.41650390625
839.37732956273,-2335.26733398437
840.387410585068,-2335.31079101563
841.397491607406,-2335.3125
842.407572629744,-2334.9638671875
843.417653652081,-2334.65161132812
844.427734674419,-2334.62255859375
845.437815696757,-2334.83740234375
846.447896719095,-2334.95141601562
847.457977741433,-2335.10961914062
848.468058763771,-2335.11303710937
849.478139786108,-2335.17895507812
850.488220808446,-2335.26513671875
851.498301830784,-2335.28979492187
852.508382853122,-2335.57641601563
853.51846387546,-2335.80151367187
854.528544897797,-2335.79565429687
855.538625920135,-2335.82739257813
856.548706942473,-2336.06298828125
857.558787964811,-2336.37475585937
858.568868987149,-2336.70654296875
859.578950009486,-2336.62133789062
860.589031031824,-2336.68798828125
861.599112054162,-2336.2978515625
862.6091930765,-2335.88305664062
863.619274098838,-2336.03442382813
864.629355121175,-2336.2724609375
865.639436143513,-2336.57397460937
866.649517165851,-2336.50463867187
867.659598188189,-2336.5068359375
868.669679210527,-2336.69970703125
869.679760232865,-2336.80395507813
870.689841255202,-2336.87158203125
871.69992227754,-2336.8134765625
872.710003299878,-2336.80517578125
873.720084322216,-2336.65869140625
874.730165344554,-2336.65942382812
875.740246366892,-2336.6943359375
876.750327389229,-2337.06665039062
877.760408411567,-2337.44140625
878.770489433905,-2337.44995117187
879.780570456243,-2337.11206054687
880.790651478581,-2336.94189453125
881.800732500918,-2336.93432617188
882.810813523256,-2336.72778320312
883.820894545594,-2336.8271484375
884.830975567932,-2337.0810546875
